image_path,caption
/home/padmanabhan.h/datasets/coco/train2017/000000064593.jpg,A little kid sitting on top of a bench.
/home/padmanabhan.h/datasets/coco/train2017/000000490155.jpg,A picture of a bicycle parked next to a fence overlooking the water.
/home/padmanabhan.h/datasets/coco/train2017/000000133620.jpg,a white woman wearing a white hat and uniform
/home/padmanabhan.h/datasets/coco/train2017/000000308195.jpg,A bunch of bats flying over a parking lot.
/home/padmanabhan.h/datasets/coco/train2017/000000463474.jpg,Four people on a ramp skateboarding or rollerblading.
/home/padmanabhan.h/datasets/coco/train2017/000000205309.jpg,A little girl brushing her teeth with a toothbrush.
/home/padmanabhan.h/datasets/coco/train2017/000000513708.jpg,a big living room with a rug and couch in it
/home/padmanabhan.h/datasets/coco/train2017/000000547431.jpg,This airplane is start to fly in the air.
/home/padmanabhan.h/datasets/coco/train2017/000000151375.jpg,a ceramic man is holding a brown bowl of bananas
/home/padmanabhan.h/datasets/coco/train2017/000000493189.jpg,"An elephant in an enclosure with its trunk up, showing tusks."
/home/padmanabhan.h/datasets/coco/train2017/000000138239.jpg,A bear in a stream eating a fish.
/home/padmanabhan.h/datasets/coco/train2017/000000267540.jpg,"Four bowls contianing vegetables, crackers and cheese, cherries, and grapes."
/home/padmanabhan.h/datasets/coco/train2017/000000226820.jpg,A large long train on a steel track.
/home/padmanabhan.h/datasets/coco/train2017/000000091707.jpg,A little boy sitting on top of a black chair next to another boy.
/home/padmanabhan.h/datasets/coco/train2017/000000459736.jpg,a cow walks out of a barn next to a goat
/home/padmanabhan.h/datasets/coco/train2017/000000458008.jpg,A set of three ships docked next to each other in a harbor.
/home/padmanabhan.h/datasets/coco/train2017/000000042345.jpg,"Close  up of street sign ""Pearl District NW Flanders"""
/home/padmanabhan.h/datasets/coco/train2017/000000289152.jpg,A smiling baby sitting and holding a stuffed animal.
/home/padmanabhan.h/datasets/coco/train2017/000000476220.jpg,A small kitchen with several appliances and cookware.
/home/padmanabhan.h/datasets/coco/train2017/000000219294.jpg,Two people playing soccer both going after the ball.
/home/padmanabhan.h/datasets/coco/train2017/000000151844.jpg,A red double decker bus traveling down a street.
/home/padmanabhan.h/datasets/coco/train2017/000000322427.jpg,A doggie bed on the floor in the doorway.
/home/padmanabhan.h/datasets/coco/train2017/000000436273.jpg,A man uses a tablet computer while sitting in a kitchen.
/home/padmanabhan.h/datasets/coco/train2017/000000401221.jpg,The plane is flying through the blue sky
/home/padmanabhan.h/datasets/coco/train2017/000000191842.jpg,Photo taken in a car of the television on the roof.
/home/padmanabhan.h/datasets/coco/train2017/000000175437.jpg,Baker in a white apron placing raw donuts on a pan.
/home/padmanabhan.h/datasets/coco/train2017/000000354804.jpg,A store display of microwave and toaster ovens.
/home/padmanabhan.h/datasets/coco/train2017/000000217045.jpg,A cat sitting on top of a wooden toilet seat in a bathroom.
/home/padmanabhan.h/datasets/coco/train2017/000000580835.jpg,Up close picture of broccoli with plants behind it
/home/padmanabhan.h/datasets/coco/train2017/000000515505.jpg,Two people line up and ride their bikes on a trail of a grassy area.
/home/padmanabhan.h/datasets/coco/train2017/000000555882.jpg,"Old, tusked elephants roam amongst tall, dry grasses"
/home/padmanabhan.h/datasets/coco/train2017/000000399809.jpg,a ocean that has a couple of people surfing in it
/home/padmanabhan.h/datasets/coco/train2017/000000546095.jpg,Two large horses grazing in a large field.
/home/padmanabhan.h/datasets/coco/train2017/000000313593.jpg,A cat enjoying the warmth of a laptop.
/home/padmanabhan.h/datasets/coco/train2017/000000092353.jpg,A child flying a kite near water while standing with a dog.
/home/padmanabhan.h/datasets/coco/train2017/000000108642.jpg,A person is taking a picture with their smartphone at a park with other people milling around.
/home/padmanabhan.h/datasets/coco/train2017/000000354303.jpg,A large group of zebra standing in a dirt field.
/home/padmanabhan.h/datasets/coco/train2017/000000455608.jpg,A pink plate topped with a piece of cake.
/home/padmanabhan.h/datasets/coco/train2017/000000341459.jpg,A baseball player holding a bat on a field.
/home/padmanabhan.h/datasets/coco/train2017/000000473295.jpg,There is a home made bird feeder that is in the tree
/home/padmanabhan.h/datasets/coco/train2017/000000528299.jpg,Three brown bananas are by a measuring glass.
/home/padmanabhan.h/datasets/coco/train2017/000000401266.jpg,"The boys are at practice, sitting in the outfield wearing their catchers mitts."
/home/padmanabhan.h/datasets/coco/train2017/000000162580.jpg,A child sitting on top of a chair holding a teddy bear.
/home/padmanabhan.h/datasets/coco/train2017/000000170730.jpg,A brown and black bear walking on a rocky area.
/home/padmanabhan.h/datasets/coco/train2017/000000086988.jpg,Someone who is teetering on one foot while holding a tennis racket.
/home/padmanabhan.h/datasets/coco/train2017/000000051808.jpg,A green fire hydrant sitting next to a sidewalk as people walk by.
/home/padmanabhan.h/datasets/coco/train2017/000000249663.jpg,A plate full of different types of food.
/home/padmanabhan.h/datasets/coco/train2017/000000461042.jpg,Two laptops are sitting on a wooden desk in a room.
/home/padmanabhan.h/datasets/coco/train2017/000000243017.jpg,There is a man and a boy playing with their wet dog.
/home/padmanabhan.h/datasets/coco/train2017/000000353098.jpg,a tv on a dresser near a desk
/home/padmanabhan.h/datasets/coco/train2017/000000411104.jpg,Two black and grey parking meters on street next to building.
/home/padmanabhan.h/datasets/coco/train2017/000000326496.jpg,A MAN IS MODELING WITH A SUITECASE AND HAT
/home/padmanabhan.h/datasets/coco/train2017/000000129254.jpg,A night time cityscape of London features Big Ben and London Bridge.
/home/padmanabhan.h/datasets/coco/train2017/000000435312.jpg,A young lady is taking snap shots of the traffic light.
/home/padmanabhan.h/datasets/coco/train2017/000000329766.jpg,A man standing next to a subway train next to a platform.
/home/padmanabhan.h/datasets/coco/train2017/000000257421.jpg,The man sits at his computer across from an empty desk.
/home/padmanabhan.h/datasets/coco/train2017/000000024072.jpg,a cat is drinking from a bottle in someones arms
/home/padmanabhan.h/datasets/coco/train2017/000000580607.jpg,A canal with barges on it next to a path with people sitting alongside it
/home/padmanabhan.h/datasets/coco/train2017/000000380715.jpg,A man standing next to a parked motorcycle.
/home/padmanabhan.h/datasets/coco/train2017/000000195345.jpg,Two zebras grazing in a field where two geese are sitting.
/home/padmanabhan.h/datasets/coco/train2017/000000022964.jpg,A woman trying to hit a ball with a racquet.
/home/padmanabhan.h/datasets/coco/train2017/000000034474.jpg,A bathroom with wooden decoration with a toilet and bathtub.
/home/padmanabhan.h/datasets/coco/train2017/000000464814.jpg,A brown and red themed living room setup.
/home/padmanabhan.h/datasets/coco/train2017/000000062591.jpg,A sandwich is on a plate with a bowl of soup and a pickle.
/home/padmanabhan.h/datasets/coco/train2017/000000519977.jpg,A large clock sitting over the hallway of a building.
/home/padmanabhan.h/datasets/coco/train2017/000000309862.jpg,Two people ride on a motorcycle on a street.
/home/padmanabhan.h/datasets/coco/train2017/000000112703.jpg,a large bus and a double decker bus on the street
/home/padmanabhan.h/datasets/coco/train2017/000000193046.jpg,A bench sitting in the middle of a foggy forest.
/home/padmanabhan.h/datasets/coco/train2017/000000142672.jpg,A couple of sheep next to a sign in the grass.
/home/padmanabhan.h/datasets/coco/train2017/000000500818.jpg,a car with a cargo full of steer and symbols painted on the side.
/home/padmanabhan.h/datasets/coco/train2017/000000461609.jpg,A solar car charging station on a city street.
/home/padmanabhan.h/datasets/coco/train2017/000000181564.jpg,A bus pulling into a bus stop in a city with tall buildings.
/home/padmanabhan.h/datasets/coco/train2017/000000288847.jpg,A cat with an intense look staring at a drink.
/home/padmanabhan.h/datasets/coco/train2017/000000558426.jpg,a small child on an open laptop
/home/padmanabhan.h/datasets/coco/train2017/000000229149.jpg,A large group of people who are watching an event.
/home/padmanabhan.h/datasets/coco/train2017/000000141228.jpg,a silver fridge is open with a bunch of food inside
/home/padmanabhan.h/datasets/coco/train2017/000000388212.jpg,A photo of a giraffe standing in a field.
/home/padmanabhan.h/datasets/coco/train2017/000000384335.jpg,A cell phone sits beside a small crocheted change purse.
/home/padmanabhan.h/datasets/coco/train2017/000000244575.jpg,Two horses gaze out from among the trees.
/home/padmanabhan.h/datasets/coco/train2017/000000005245.jpg,A man with at hot on that is in the water.
/home/padmanabhan.h/datasets/coco/train2017/000000078517.jpg,An old black and white picture of a few kids playing baseball outside.
/home/padmanabhan.h/datasets/coco/train2017/000000509883.jpg,The chicken sits on a platter surrounded by cooked vegetables.
/home/padmanabhan.h/datasets/coco/train2017/000000063476.jpg,a tall vase filled with roses in assorted colors
/home/padmanabhan.h/datasets/coco/train2017/000000180387.jpg,A motorcycle with horns and a head for handle bars
/home/padmanabhan.h/datasets/coco/train2017/000000040426.jpg,A blender with strawberries and a carton of ice cream beside it.
/home/padmanabhan.h/datasets/coco/train2017/000000071986.jpg,Several people standing on a snowy hill with skis on.
/home/padmanabhan.h/datasets/coco/train2017/000000216265.jpg,Two men are looking at a plate that has desserts on it.
/home/padmanabhan.h/datasets/coco/train2017/000000042254.jpg,This car was forced to stop by a sheep in the road
/home/padmanabhan.h/datasets/coco/train2017/000000070794.jpg,There is a bear walking through the woods.
/home/padmanabhan.h/datasets/coco/train2017/000000143749.jpg,A couple of parking meters sitting next to the side of a road.
/home/padmanabhan.h/datasets/coco/train2017/000000529515.jpg,A man watching a baseball go by while holding a bat.
/home/padmanabhan.h/datasets/coco/train2017/000000305014.jpg,A girl holding an open pair of scissors and a circular object.
/home/padmanabhan.h/datasets/coco/train2017/000000013636.jpg,A dog and cat laying next to each other.
/home/padmanabhan.h/datasets/coco/train2017/000000484227.jpg,A small brown crocheted stuffed animal on display.
/home/padmanabhan.h/datasets/coco/train2017/000000309944.jpg,A cramped bathroom with a yellow bowl on the back of the tank.
/home/padmanabhan.h/datasets/coco/train2017/000000006363.jpg,An oven with the inside light on and a pizza baking in the oven.
/home/padmanabhan.h/datasets/coco/train2017/000000433910.jpg,A man who is standing in a bike shop.
/home/padmanabhan.h/datasets/coco/train2017/000000402905.jpg,A collection of signs on telephone poles in the city.
/home/padmanabhan.h/datasets/coco/train2017/000000538661.jpg,A first person night shot of a person grilling a hot dog with a blurry image of a man in the background.
/home/padmanabhan.h/datasets/coco/train2017/000000269022.jpg,a tennis player stretching to hit a ball
/home/padmanabhan.h/datasets/coco/train2017/000000005620.jpg,Red double-decker buses and black taxis on a crowded street in London.
/home/padmanabhan.h/datasets/coco/train2017/000000334609.jpg,A person looking down a street while she is walking.
/home/padmanabhan.h/datasets/coco/train2017/000000294968.jpg,a person holding skis walking on a snowy surface
/home/padmanabhan.h/datasets/coco/train2017/000000281855.jpg,a couple of surfers watching the waves flow in to the shore.
/home/padmanabhan.h/datasets/coco/train2017/000000235437.jpg,some hotdogs ae in front of glasses of water
/home/padmanabhan.h/datasets/coco/train2017/000000136587.jpg,A bear that is standing in the grass.
/home/padmanabhan.h/datasets/coco/train2017/000000156628.jpg,This seems to be a CGI image of an old kitchen with a table and chairs.
/home/padmanabhan.h/datasets/coco/train2017/000000503202.jpg,Men standing in front of a tv watching Wii tennis.
/home/padmanabhan.h/datasets/coco/train2017/000000389777.jpg,a girl in a striped shirt leaning up against a wall.
/home/padmanabhan.h/datasets/coco/train2017/000000423984.jpg,A white plate topped with pasta and vegetables surrounded by garlic bread.
/home/padmanabhan.h/datasets/coco/train2017/000000208371.jpg,Two black bear cubs walking down a mountain path.
/home/padmanabhan.h/datasets/coco/train2017/000000428041.jpg,"A modern restroom with a weird looking sink, toilet, and shower."
/home/padmanabhan.h/datasets/coco/train2017/000000127760.jpg,A bear sitting a desk with a computer
/home/padmanabhan.h/datasets/coco/train2017/000000242544.jpg,A woman standing in front of a brown horse.
/home/padmanabhan.h/datasets/coco/train2017/000000209056.jpg,A man grinding his skateboard on a railing.
/home/padmanabhan.h/datasets/coco/train2017/000000157616.jpg,A small dog chewing on the foot of a stuffed animal
/home/padmanabhan.h/datasets/coco/train2017/000000078920.jpg,A group of people kiteboarding on top of the ocean.
/home/padmanabhan.h/datasets/coco/train2017/000000114269.jpg,A dog and a cat sit close together having their picture taken.
/home/padmanabhan.h/datasets/coco/train2017/000000088031.jpg,A table featuring various books and a compositing toilet.
/home/padmanabhan.h/datasets/coco/train2017/000000531232.jpg,A tall brown building with a very large clock tower.
/home/padmanabhan.h/datasets/coco/train2017/000000213338.jpg,A clock outside of a building that runs backwards.
/home/padmanabhan.h/datasets/coco/train2017/000000440273.jpg,A man driving a red old fashioned carriage next to a busy street.
/home/padmanabhan.h/datasets/coco/train2017/000000492198.jpg,A kite surfer and a parasailer ride next to each other in the water.
/home/padmanabhan.h/datasets/coco/train2017/000000157045.jpg,A small bathroom with a curtain in the window.
/home/padmanabhan.h/datasets/coco/train2017/000000418429.jpg,People are standing along a street while cars drive by.
/home/padmanabhan.h/datasets/coco/train2017/000000393720.jpg,Skateboarder performing trick in skate park off ramps.
/home/padmanabhan.h/datasets/coco/train2017/000000398606.jpg,"A bathroom with a television, sink and two boxes of tissues."
/home/padmanabhan.h/datasets/coco/train2017/000000574236.jpg,a person is flying a kite some grass water and clouds
/home/padmanabhan.h/datasets/coco/train2017/000000053595.jpg,A herd of sheep walking down a city road following a person.
/home/padmanabhan.h/datasets/coco/train2017/000000534559.jpg,Two men in white coats are standing next to a cow.
/home/padmanabhan.h/datasets/coco/train2017/000000455543.jpg,Two female tennis players hold their racquets while talking on the court.
/home/padmanabhan.h/datasets/coco/train2017/000000464415.jpg,Four people standing side by side with name tags on necklaces.
/home/padmanabhan.h/datasets/coco/train2017/000000009908.jpg,Cooked snack item in bread on plate with condiment.
/home/padmanabhan.h/datasets/coco/train2017/000000426686.jpg,Cattle are grazing in a pasture of long grass.
/home/padmanabhan.h/datasets/coco/train2017/000000139389.jpg,A blue car parked in a parking lot in front of a building.
/home/padmanabhan.h/datasets/coco/train2017/000000274449.jpg,A large group of people with umbrellas in the street.
/home/padmanabhan.h/datasets/coco/train2017/000000483047.jpg,"At the end of the shady, stone-fence surrounded path sits a brick clock tower on on a stone pedestal; beyond that, mountains loom in the distance beneath an impending stormy sky."
/home/padmanabhan.h/datasets/coco/train2017/000000518933.jpg,Four zebra are drinking together from the water.
/home/padmanabhan.h/datasets/coco/train2017/000000329841.jpg,a little girl in a pink and black dress and some books and a black bag
/home/padmanabhan.h/datasets/coco/train2017/000000249875.jpg,An aluminum bowl holding crab cakes next to a glass of beer.
/home/padmanabhan.h/datasets/coco/train2017/000000476188.jpg,a woman bending over looking at food in the oven
/home/padmanabhan.h/datasets/coco/train2017/000000277032.jpg,A man on a mountain in the snow surrounded by snow equipment.
/home/padmanabhan.h/datasets/coco/train2017/000000183762.jpg,The young man is throwing a Frisbee beside trees in a park.
/home/padmanabhan.h/datasets/coco/train2017/000000099584.jpg,A bus pulled over on the road next to some snow.
/home/padmanabhan.h/datasets/coco/train2017/000000360020.jpg,Red apples in a white bowl of some sort.
/home/padmanabhan.h/datasets/coco/train2017/000000579918.jpg,There are several multicolored sun umbrellas and this boy is holding one
/home/padmanabhan.h/datasets/coco/train2017/000000511849.jpg,A metal alarm clock sitting on to of a table.
/home/padmanabhan.h/datasets/coco/train2017/000000209133.jpg,A black dog catching a frisbee in it's mouth.
/home/padmanabhan.h/datasets/coco/train2017/000000047516.jpg,Three people in suits posing outside of a bus
/home/padmanabhan.h/datasets/coco/train2017/000000385519.jpg,They posed together while dressed as a spider and a tennis player.
/home/padmanabhan.h/datasets/coco/train2017/000000046189.jpg,A girl is flying a kite in front of a building.
/home/padmanabhan.h/datasets/coco/train2017/000000022423.jpg,An elephant removing the hat off of a man's head.
/home/padmanabhan.h/datasets/coco/train2017/000000291696.jpg,A man flies over three people on the ground as he catches a Frisbee on the beach.
/home/padmanabhan.h/datasets/coco/train2017/000000450081.jpg,A young woman pets and kisses a giraffe.
/home/padmanabhan.h/datasets/coco/train2017/000000314224.jpg,Man on a black motorcycle wearing a helmet.
/home/padmanabhan.h/datasets/coco/train2017/000000055912.jpg,A little boy sitting at a table flowing out candles on a cake.
/home/padmanabhan.h/datasets/coco/train2017/000000580274.jpg,A little baby holding a big stuffed teddy bear.
/home/padmanabhan.h/datasets/coco/train2017/000000319542.jpg,A person is riding waves on a surfboard on their stomach.
/home/padmanabhan.h/datasets/coco/train2017/000000117935.jpg,A man is standing in the water next to a boat.
/home/padmanabhan.h/datasets/coco/train2017/000000160393.jpg,A bunch of paper is covering the walls of a bedroom
/home/padmanabhan.h/datasets/coco/train2017/000000125978.jpg,He is writing to his destination on a skateboard.
/home/padmanabhan.h/datasets/coco/train2017/000000415135.jpg,Three men sitting on a ski lift at ski resort.
/home/padmanabhan.h/datasets/coco/train2017/000000138488.jpg,A man and woman riding a moped down the road.
/home/padmanabhan.h/datasets/coco/train2017/000000467905.jpg,A woman sitting in an outdoor dining area reaching for a glass.
/home/padmanabhan.h/datasets/coco/train2017/000000244222.jpg,Giraffes in an enclosure near a stone wall.
/home/padmanabhan.h/datasets/coco/train2017/000000098328.jpg,Two zebras pushing against each other in a field.
/home/padmanabhan.h/datasets/coco/train2017/000000550660.jpg,An elephant painting a picture with it's trunk.
/home/padmanabhan.h/datasets/coco/train2017/000000285526.jpg,A man that is standing on a surfboard in the water.
/home/padmanabhan.h/datasets/coco/train2017/000000371808.jpg,A display of fast food breakfast at Denny's.
/home/padmanabhan.h/datasets/coco/train2017/000000069523.jpg,A bathroom with a white sink sitting next to a toilet.
/home/padmanabhan.h/datasets/coco/train2017/000000391910.jpg,There is no image here to provide a caption for.
/home/padmanabhan.h/datasets/coco/train2017/000000359870.jpg,A group of people para sailing in the ocean.
/home/padmanabhan.h/datasets/coco/train2017/000000379211.jpg,Group of frisbee team members putting one on forehead
/home/padmanabhan.h/datasets/coco/train2017/000000538235.jpg,A man sits in a yellow chair watching a large screen television.
/home/padmanabhan.h/datasets/coco/train2017/000000169448.jpg,Food trucks line up along the curb next to a bank
/home/padmanabhan.h/datasets/coco/train2017/000000118579.jpg,a close up of a large elephant with bushes in the background
/home/padmanabhan.h/datasets/coco/train2017/000000171885.jpg,A mix of architecture over an outdoor restaurant in Europe
/home/padmanabhan.h/datasets/coco/train2017/000000117308.jpg,Pairs of scissor sitting on top of a bed with a sewing kit.
/home/padmanabhan.h/datasets/coco/train2017/000000448278.jpg,A pond with various birds and ducks swimming.
/home/padmanabhan.h/datasets/coco/train2017/000000336075.jpg,A person sitting the couch with a laptop in a living room.
/home/padmanabhan.h/datasets/coco/train2017/000000331282.jpg,an image of large clock  tower in the monument
/home/padmanabhan.h/datasets/coco/train2017/000000556608.jpg,A birthday cake with English and Chinese characters.
/home/padmanabhan.h/datasets/coco/train2017/000000493243.jpg,A foot long hot dog is served on a crusted bun
/home/padmanabhan.h/datasets/coco/train2017/000000256713.jpg,A very clean bathroom is styled in a somewhat vintage fashion.
/home/padmanabhan.h/datasets/coco/train2017/000000104328.jpg,Players on a baseball field during a game.
/home/padmanabhan.h/datasets/coco/train2017/000000347858.jpg,A group of livestock is up to it's knees in tall grass.
/home/padmanabhan.h/datasets/coco/train2017/000000235663.jpg,an aerial photo of the jets wing and snowy mountains
/home/padmanabhan.h/datasets/coco/train2017/000000530655.jpg,"An airplane flying high in the skies, on its way to its destination."
/home/padmanabhan.h/datasets/coco/train2017/000000319965.jpg,A dog standing on a surfboard in the water.
/home/padmanabhan.h/datasets/coco/train2017/000000485933.jpg,A healthy lunch is presented on the table featuring a lot of vegetables.
/home/padmanabhan.h/datasets/coco/train2017/000000359387.jpg,a man kneels on a skateboard on the street
/home/padmanabhan.h/datasets/coco/train2017/000000473337.jpg,A cat is laying of its right side.
/home/padmanabhan.h/datasets/coco/train2017/000000004903.jpg,a number of bikes parked near each other near water
/home/padmanabhan.h/datasets/coco/train2017/000000074421.jpg,a child sitting on a stationary motorcycle next to person in a costume.
/home/padmanabhan.h/datasets/coco/train2017/000000519405.jpg,A man holding a skateboard standing in a forest.
/home/padmanabhan.h/datasets/coco/train2017/000000538661.jpg,Roasting hotdogs at night over a campfire with wooden sticks.
/home/padmanabhan.h/datasets/coco/train2017/000000305709.jpg,A man is taking out his meal from the oven.
/home/padmanabhan.h/datasets/coco/train2017/000000207117.jpg,A zebra crossing the road into a field of golden grass.
/home/padmanabhan.h/datasets/coco/train2017/000000042800.jpg,A blue double decker bus sitting in a parking lot.
/home/padmanabhan.h/datasets/coco/train2017/000000343481.jpg,A bunch of sheep are herded tightly together.
/home/padmanabhan.h/datasets/coco/train2017/000000017755.jpg,a young child riding a skate board
/home/padmanabhan.h/datasets/coco/train2017/000000467300.jpg,a woman and man standing in front of a large cake.
/home/padmanabhan.h/datasets/coco/train2017/000000143387.jpg,A person coming down the mountain on a pair of skis.
/home/padmanabhan.h/datasets/coco/train2017/000000488655.jpg,A sleeping puppy and awake kitten laying together.
/home/padmanabhan.h/datasets/coco/train2017/000000479390.jpg,"A fruit pie with custard, strawberries, orange and kiwi."
/home/padmanabhan.h/datasets/coco/train2017/000000557374.jpg,A bucket is being filled with water in a shower
/home/padmanabhan.h/datasets/coco/train2017/000000421999.jpg,A zebra standing on the ground with little scattered grass.
/home/padmanabhan.h/datasets/coco/train2017/000000473281.jpg,a tennis player wearing black shorts and blue shirt swinging at the ball
/home/padmanabhan.h/datasets/coco/train2017/000000454437.jpg,A man in a wet suit rides the waves in the ocean.
/home/padmanabhan.h/datasets/coco/train2017/000000003866.jpg,Bright flowers sit in a vase in front of a tan wall.
/home/padmanabhan.h/datasets/coco/train2017/000000524450.jpg,A large decorated bus has a couple of folks standing by it.
/home/padmanabhan.h/datasets/coco/train2017/000000077899.jpg,A firehose links a fire engine to a fire hydrant on a street.
/home/padmanabhan.h/datasets/coco/train2017/000000130741.jpg,A woman standing on a tennis court holding a racquet.
/home/padmanabhan.h/datasets/coco/train2017/000000429371.jpg,a beach with people and umbrellas in a black and white photo
/home/padmanabhan.h/datasets/coco/train2017/000000062398.jpg,Two cats that are laying next to each other.
/home/padmanabhan.h/datasets/coco/train2017/000000267199.jpg,A young man sitting in a chair while using a laptop computer.
/home/padmanabhan.h/datasets/coco/train2017/000000196701.jpg,Street sign for Wallace street with tree tops in the background.
/home/padmanabhan.h/datasets/coco/train2017/000000105344.jpg,A clock on top of a brick building with windows.
/home/padmanabhan.h/datasets/coco/train2017/000000056137.jpg,A market with various fruits arranged for sale.
/home/padmanabhan.h/datasets/coco/train2017/000000420375.jpg,A cat laying across a laptop that is sitting on a bed
/home/padmanabhan.h/datasets/coco/train2017/000000130142.jpg,A restaurant with a large neon sign in the window.
/home/padmanabhan.h/datasets/coco/train2017/000000347768.jpg,A large long bus and some vehicles on a street.
/home/padmanabhan.h/datasets/coco/train2017/000000261323.jpg,A cruise ship being towed into port by a tugboat.
/home/padmanabhan.h/datasets/coco/train2017/000000235833.jpg,A lone tan toilet stands in a dirty room.
/home/padmanabhan.h/datasets/coco/train2017/000000378950.jpg,A white plate topped with a slice of deep dish pizza.
/home/padmanabhan.h/datasets/coco/train2017/000000041119.jpg,This is a traffic light signaling green in a downtown area.
/home/padmanabhan.h/datasets/coco/train2017/000000095808.jpg,A man rides a skateboard while people are running a foot race.
/home/padmanabhan.h/datasets/coco/train2017/000000274792.jpg,Stew in the bottom of a bunt cake pan.
/home/padmanabhan.h/datasets/coco/train2017/000000123175.jpg,a black and white photo of a dog in a window
/home/padmanabhan.h/datasets/coco/train2017/000000409732.jpg,A group of people wearing orange are standing next to a VW bus.
/home/padmanabhan.h/datasets/coco/train2017/000000048821.jpg,A child is making a face with a large bull in the background.
/home/padmanabhan.h/datasets/coco/train2017/000000300701.jpg,Two adults trying to fly a kit on a overcast day.
/home/padmanabhan.h/datasets/coco/train2017/000000496410.jpg,Three baby sheep are in a pen with hay.
/home/padmanabhan.h/datasets/coco/train2017/000000273909.jpg,Kids playing soccer while one falls down with others sitting under umbrellas.
/home/padmanabhan.h/datasets/coco/train2017/000000031514.jpg,A boy is using yellow spray paint on a shower curtain.
/home/padmanabhan.h/datasets/coco/train2017/000000568640.jpg,a man in an apron uses a grill
/home/padmanabhan.h/datasets/coco/train2017/000000534511.jpg,A man wearing a helmet next to a bicycle holding something in his hands.
/home/padmanabhan.h/datasets/coco/train2017/000000206757.jpg,A great amount of people walking in a downtown area.
/home/padmanabhan.h/datasets/coco/train2017/000000549849.jpg,A groupf of people with piles of luggage shop at an airport gift shop.
/home/padmanabhan.h/datasets/coco/train2017/000000049673.jpg,The kitchen is furnished with white cabinets and black appliances and countertops.
/home/padmanabhan.h/datasets/coco/train2017/000000564228.jpg,"A Siamese cat standing toward the rear of a busy desk in back of a pair of open laptops, with a slatted window behind it."
/home/padmanabhan.h/datasets/coco/train2017/000000505020.jpg,Several teen boys playing soccer on a dirt lot.
/home/padmanabhan.h/datasets/coco/train2017/000000082835.jpg,A guy on a ski machine riding to his destination to ski.
/home/padmanabhan.h/datasets/coco/train2017/000000207675.jpg,The building has a clock built into the tower.
/home/padmanabhan.h/datasets/coco/train2017/000000168317.jpg,The flat screen tv is showing an animated show.
/home/padmanabhan.h/datasets/coco/train2017/000000139215.jpg,A man standing in front of a dead stuffed giraffe.
/home/padmanabhan.h/datasets/coco/train2017/000000427796.jpg,A metal kitchen table with a shelf holding knives.
/home/padmanabhan.h/datasets/coco/train2017/000000505643.jpg,A tennis player stands at full attention with her ratchet.
/home/padmanabhan.h/datasets/coco/train2017/000000202747.jpg,Some people riding motorcycles on the streets with others.
/home/padmanabhan.h/datasets/coco/train2017/000000032695.jpg,A fire hydrant surrounded by leaves and vines.
